Temperature,Clearsky DHI,Clearsky DNI,Relative Humidity,Wind Speed,DNI,Cloud Type,Clearsky GHI,DHI,GHI,Solar Zenith Angle
35.6,140,654,13.78,3.5,654,0,476,140,476,59.08
33.5,102,467,15.6,2.4,467,0,246,102,246,72.06
30.7,39,116,18.46,1.4,116,0,50,39,50,84.58
29.1,0,0,20.44,1.3,0,0,0,0,0,96.76
28.5,0,0,21.32,1.3,0,0,0,0,0,107.92
28.1,0,0,21.95,1.3,0,0,0,0,0,117.7
27.9,0,0,22.33,1.2,0,0,0,0,0,125.34
27.6,0,0,22.85,1.1,0,0,0,0,0,129.86
27.2,0,0,23.52,0.9,0,0,0,0,0,130.38
26.9,0,0,24.07,0.9,0,0,0,0,0,126.79
25.8,0,0,25.8,0.9,0,0,0,0,0,119.82
25.1,0,0,26.97,0.9,0,0,0,0,0,110.49
24.6,0,0,27.76,0.7,0,0,0,0,0,99.62
24.8,16,21,27.37,0.6,21,0,17,16,17,87.52
26.3,94,375,24.92,1.3,375,0,190,94,190,75.22
29.3,140,591,20.86,2.1,591,0,415,140,415,62.33
32.5,171,708,17.5,2.7,708,0,635,171,635,49.14
34.6,192,777,15.65,3.1,777,0,823,192,823,35.78
35.9,205,815,14.58,3.7,815,0,959,205,959,22.34
36.8,212,838,13.92,4.1,838,0,1040,212,1040,9.06
37.2,212,840,13.73,4.6,840,0,1048,212,1048,5.94
37.4,207,826,13.71,4.9,826,0,988,207,988,18.95
37.1,196,791,14.04,5.2,791,0,863,196,863,32.39
36.5,179,727,14.56,5.4,727,0,685,179,685,45.78
35.5,152,618,15.3,5.3,618,0,470,152,470,59.02
33.6,111,427,16.73,4.1,427,0,243,111,243,71.99
30.9,39,91,19.14,2.7,91,0,48,39,48,84.51
28.9,0,0,21.15,2.2,0,0,0,0,0,96.69
27.8,0,0,22.34,2.1,0,0,0,0,0,107.84
26.7,0,0,23.9,1.9,0,0,0,0,0,117.62
25.8,0,0,25.52,1.8,0,0,0,0,0,125.26
24.9,0,0,27.39,1.6,0,0,0,0,0,129.79
24.2,0,0,29.16,1.5,0,0,0,0,0,130.32
23.9,0,0,30.38,1.4,0,0,0,0,0,126.75
23.8,0,0,31.23,1.1,0,0,0,0,0,119.8
23.9,0,0,31.6,0.9,0,0,0,0,0,110.48
24,0,0,31.81,0.6,0,0,0,0,0,99.63
24.6,17,20,30.9,0.7,20,0,17,17,17,87.54
26.1,92,385,28.23,1.4,385,0,190,92,190,75.24
29.3,136,602,23.28,2.7,602,0,416,136,416,62.35
32.8,166,719,19.37,4.1,719,0,635,166,635,49.17
34.7,185,785,17.59,5.1,785,0,822,185,822,35.81
35.8,200,825,16.2,5.7,825,0,963,200,963,22.37
36.6,214,835,14.97,6.1,835,0,1038,214,1038,9.09
37.1,218,832,14.09,6.5,832,0,1046,218,1046,5.87
37.2,220,807,13.74,6.8,807,0,984,220,984,18.89
36.9,218,755,13.81,7.1,755,0,856,218,856,32.33
36.2,201,682,14.35,7.3,682,0,677,201,677,45.72
35,169,569,15.61,7.3,569,0,462,169,462,58.95
33.3,121,373,17.93,6.6,373,0,237,121,237,71.92
31.1,39,55,21.56,5.3,55,0,44,39,44,84.45
29.1,0,0,25.46,4.2,0,0,0,0,0,96.62
27.7,0,0,28.63,3.4,0,0,0,0,0,107.77
26.5,0,0,31.39,2.4,0,0,0,0,0,117.54
25.7,0,0,33.26,1.7,0,0,0,0,0,125.19
25.3,0,0,34.26,1.2,0,0,0,0,0,129.72
25.1,0,0,34.69,0.9,0,0,0,0,0,130.27
25,0,0,34.86,0.8,0,0,0,0,0,126.72
23.4,0,0,38.24,1,0,0,0,0,0,119.79
22.4,0,0,40.38,1.2,0,0,0,0,0,110.48
21.9,0,0,41.45,1.5,0,0,0,0,0,99.64
22.8,14,10,39.17,2.4,10,0,15,14,15,87.55
25.2,100,327,34.11,3,327,0,183,100,183,75.26
28,149,556,29.77,2.9,556,0,407,149,407,62.38
30.4,178,687,26.7,3.4,687,0,627,178,627,49.2
32.1,195,768,24.35,4.3,768,0,818,195,818,35.85
33.2,204,815,22.27,5,815,0,958,204,958,22.4
34,209,838,20.52,5.5,838,0,1036,209,1036,9.11
34.6,204,846,19.06,5.9,846,0,1047,204,1047,5.8
34.8,194,839,18.08,6.2,839,0,988,194,988,18.83
34.6,180,811,17.68,6.3,811,0,866,180,866,32.27
34.1,161,757,17.76,6.3,757,0,690,161,690,45.66
33.1,136,656,18.6,6.2,656,0,475,136,475,58.89
31.6,102,469,20.46,5.5,469,0,248,102,248,71.86
29.4,39,120,23.85,4.1,120,0,51,39,51,84.38
27.6,0,0,27.41,3.1,0,0,0,0,0,96.55
26.6,0,0,30.06,2.6,0,0,0,0,0,107.7
25.6,0,0,32.62,2.1,0,0,0,0,0,117.47
24.9,0,0,34.36,1.6,0,0,0,0,0,125.12
24.3,0,0,35.67,1.4,0,0,0,0,0,129.66
23.7,0,0,36.82,1.3,0,0,0,0,0,130.23
23.4,0,0,37.23,1.3,0,0,0,0,0,126.69
22.4,0,0,39.38,1.4,0,0,0,0,0,119.78
21.7,0,0,41.2,1.6,0,0,0,0,0,110.49
21.3,0,0,42.83,1.7,0,0,0,0,0,99.65
22.2,13,8,41.76,2.3,8,0,14,13,14,87.57
24.6,102,312,37.62,3,312,0,181,102,181,75.28
27.5,154,539,34.57,3.1,539,0,404,154,404,62.41
30.2,186,670,31.12,3.7,670,0,624,186,624,49.24
32.1,206,754,26.69,4.4,754,0,816,206,816,35.88
33.5,213,806,22.67,5,806,0,958,213,958,22.44
34.6,214,837,19.16,5.5,837,0,1040,214,1040,9.14
35.3,200,862,16.39,6,862,0,1058,200,1058,5.74
35.6,181,871,14.27,6.2,871,0,1006,181,1006,18.77
35.5,165,853,12.92,6.3,853,0,886,165,886,32.21
35,149,800,12.5,6.2,800,0,708,149,708,45.6
34,130,696,13.12,5.9,696,0,490,130,490,58.83
32.1,99,500,15.23,4.6,500,0,256,99,256,71.8
29.3,40,132,19.33,3.1,132,0,53,40,53,84.32
27.4,0,0,23.48,2.6,0,0,0,0,0,96.48
26.5,0,0,26.48,2.4,0,0,0,0,0,107.63
25.6,0,0,28.94,2.1,0,0,0,0,0,117.41
25,0,0,30.29,1.8,0,0,0,0,0,125.06
24.4,0,0,31.27,1.6,0,0,0,0,0,129.61
23.9,0,0,31.92,1.5,0,0,0,0,0,130.19
23.7,0,0,32.01,1.4,0,0,0,0,0,126.67
22.9,0,0,33.37,1.3,0,0,0,0,0,119.77
22.3,0,0,34.51,1.3,0,0,0,0,0,110.49
21.8,0,0,35.73,1.3,0,0,0,0,0,99.66
22.7,15,11,34.25,1.8,11,0,15,15,15,87.59
25,100,328,30.54,2.4,328,0,184,100,184,75.31
28.2,155,538,26.47,2.7,538,0,404,155,404,62.44
31.5,193,656,23.74,2.8,656,0,622,193,622,49.27
33.7,221,726,21.03,3,726,0,809,221,809,35.92
35.2,237,770,19.05,3.2,770,0,948,237,948,22.48
36.3,246,789,17.42,3.4,789,0,1025,246,1025,9.17
37,242,798,16.26,3.5,798,0,1036,242,1036,5.68
37.4,230,789,15.41,3.5,789,0,977,230,977,18.71
37.4,213,759,14.96,3.6,759,0,855,213,855,32.16
37.1,189,702,14.81,3.5,702,0,681,189,681,45.54
36.4,158,601,15.06,3.3,601,0,469,158,469,58.77
34.4,114,420,16.55,2.3,420,0,245,114,245,71.74
31.6,41,97,19.23,1.4,97,0,51,41,51,84.26
29.8,0,0,21.26,1.3,0,0,0,0,0,96.42
29.1,0,0,22.15,1.3,0,0,0,0,0,107.57
28.6,0,0,22.87,1.3,0,0,0,0,0,117.35
28.4,0,0,23.21,1.1,0,0,0,0,0,125.01
28.3,0,0,23.38,0.9,0,0,0,0,0,129.57
28.1,0,0,23.68,0.5,0,0,0,0,0,130.16
27.9,0,0,23.93,0.4,0,0,0,0,0,126.66
26.4,0,0,26.03,0.7,0,0,0,0,0,119.77
25.4,0,0,27.45,0.9,0,0,0,0,0,110.51
24.5,0,0,28.69,1,0,0,0,0,0,99.69
25,17,38,27.54,1.1,38,0,18,17,18,87.62
27,84,430,24.08,1.6,430,0,193,84,193,75.35
30.1,121,643,19.76,2.2,643,0,418,121,418,62.48
33.6,145,760,15.63,2.8,760,0,641,145,641,49.31
35.9,161,827,13.19,3.4,827,0,830,161,830,35.96
37.3,171,867,12.03,3.8,867,0,972,171,972,22.52
38.3,177,884,11.38,4.2,884,0,1050,177,1050,9.21
38.8,180,884,11.18,4.6,884,0,1059,180,1059,5.62
39.1,180,865,11.14,4.8,865,0,999,180,999,18.66
38.9,179,820,11.35,5.1,820,0,874,179,874,32.1
38.3,171,744,11.86,5.2,744,0,692,171,692,45.49
37.3,154,618,12.81,5.1,618,0,475,154,475,58.72
35.3,118,402,14.86,4.1,402,0,245,118,245,71.68
32.6,42,68,18.27,3.1,68,0,49,42,49,84.2
30.8,0,0,21.5,3.5,0,0,0,0,0,96.36
29.8,0,0,23.51,3.9,0,0,0,0,0,107.51
28.6,0,0,25.34,3.9,0,0,0,0,0,117.29
27.3,0,0,27.41,3.6,0,0,0,0,0,124.96
26.1,0,0,29.74,3.1,0,0,0,0,0,129.53
25.1,0,0,32.21,2.6,0,0,0,0,0,130.14
24.6,0,0,33.97,2.4,0,0,0,0,0,126.65
23.4,0,0,37.24,1.9,0,0,0,0,0,119.78
22.7,0,0,39.45,1.7,0,0,0,0,0,110.52
22.2,0,0,41.18,1.5,0,0,0,0,0,99.71
23.5,17,55,38.41,1.9,55,0,20,17,20,87.65
26.1,75,495,33.19,2.3,495,0,200,75,200,75.38
29.3,106,700,27.71,2.2,700,0,429,106,429,62.52
32.7,128,804,21.25,2.1,804,0,652,128,652,49.35
34.9,143,863,16,2,863,0,841,143,841,36
36.3,154,899,13.54,1.9,899,0,984,154,984,22.56
37.3,162,914,12.09,1.9,914,0,1063,162,1063,9.24
38,162,916,11.18,2,916,0,1074,162,1074,5.56
38.4,158,904,10.65,2.2,904,0,1015,158,1015,18.6
38.4,151,870,10.45,2.3,870,0,888,151,888,32.05
38.1,142,806,10.46,2.3,806,0,708,142,708,45.43
37.4,133,679,10.77,2.3,679,0,486,133,486,58.66
35.3,111,442,12.04,1.8,442,0,250,111,250,71.63
32.5,43,73,14.18,1.3,73,0,50,43,50,84.15
30.8,0,0,15.82,1.4,0,0,0,0,0,96.31
29.8,0,0,16.93,1.4,0,0,0,0,0,107.46
29,0,0,17.86,1.4,0,0,0,0,0,117.24
28.3,0,0,18.63,1.4,0,0,0,0,0,124.92
27.7,0,0,19.25,1.4,0,0,0,0,0,129.5
27.2,0,0,19.74,1.4,0,0,0,0,0,130.12
26.9,0,0,20.05,1.4,0,0,0,0,0,126.65
25.9,0,0,21.27,1.4,0,0,0,0,0,119.79
25,0,0,22.5,1.4,0,0,0,0,0,110.54
24.4,0,0,23.54,1.5,0,0,0,0,0,99.74
25.6,12,4,22.24,2.1,4,0,12,12,12,87.68
28.2,111,246,19.44,3.2,246,0,173,111,173,75.42
31.1,186,432,16.7,3.6,432,0,385,186,385,62.56
34.9,245,539,13.46,3.8,539,0,596,245,596,49.4
37.8,289,606,11.04,4,606,0,779,289,779,36.05
39.2,317,649,10.31,3.9,649,0,916,317,916,22.61
40.4,338,662,9.71,3.7,662,0,991,338,991,9.29
41.2,336,670,9.22,3.4,670,0,1002,336,1002,5.51
41.6,323,656,8.86,3.2,656,0,945,323,945,18.55
41.7,302,616,8.6,3,616,0,825,302,825,32
41.4,267,550,8.52,2.7,550,0,653,267,653,45.38
40.6,216,444,8.66,2.1,444,0,447,216,447,58.61
38.6,144,274,9.46,1.3,274,0,231,144,231,71.58
36.1,41,32,10.71,1.1,32,0,44,41,44,84.1
33.9,0,0,11.98,1.4,0,0,0,0,0,96.26
32.1,0,0,13.35,1.7,0,0,0,0,0,107.41
30.9,0,0,14.53,2,0,0,0,0,0,117.2
30,0,0,15.59,2.3,0,0,0,0,0,124.88
29.2,0,0,16.49,2.6,0,0,0,0,0,129.47
28.4,0,0,17.19,2.9,0,0,0,0,0,130.11
28,0,0,17.34,3,0,0,0,0,0,126.66
26.9,0,0,18.19,3.3,0,0,0,0,0,119.81
26.2,0,0,18.55,3.5,0,0,0,0,0,110.57
25.6,0,0,18.65,3.6,0,0,0,0,0,99.77
26.1,8,1,17.38,4.4,1,0,8,8,8,87.72
28.1,117,205,14.7,5.1,205,0,168,117,168,75.46
31.1,202,389,11.79,5.1,389,0,381,202,381,62.6
34.8,280,476,9.16,5.4,476,0,590,280,590,49.44
38.2,356,506,7.3,6,506,0,765,356,765,36.09
40.5,424,508,6.24,6.2,508,0,892,424,892,22.65
41.9,477,489,5.76,6.4,489,0,960,477,960,9.33
42.7,496,471,5.55,6.5,471,0,965,496,965,5.46
43.1,486,446,5.47,6.5,446,0,909,486,909,18.5
42.9,461,394,5.55,6.5,394,0,795,461,795,31.94
42.3,388,341,5.73,6.4,341,0,628,388,628,45.33
41,294,255,6.12,5.7,255,0,427,294,427,58.56
38,175,118,7.12,4,118,0,212,175,212,71.53
34.6,27,3,8.45,3,3,0,27,27,27,84.05
32.5,0,0,9.55,3.2,0,0,0,0,0,96.21
31.3,0,0,10.97,3.3,0,0,0,0,0,107.37
30.1,0,0,13.77,3.4,0,0,0,0,0,117.16
29.1,0,0,17.84,3.8,0,0,0,0,0,124.85
28,0,0,22.67,4.5,0,0,0,0,0,129.45
26.9,0,0,27.13,5.2,0,0,0,0,0,130.11
26.2,0,0,30.07,5.4,0,0,0,0,0,126.67
24.6,0,0,34.37,5.5,0,0,0,0,0,119.83
23.7,0,0,37.67,5.2,0,0,0,0,0,110.6
23,0,0,40.98,5,0,0,0,0,0,99.81
23.2,6,0,42.27,5.2,0,0,6,6,6,87.75
24.7,116,202,40.44,5.8,202,0,167,116,167,75.5
27,184,441,35.87,6.1,441,0,387,184,387,62.65
29.5,219,602,29.99,6.1,602,0,610,219,610,49.49
32.2,234,707,23.48,6.3,707,0,805,234,805,36.14
34.4,238,771,17.83,6.5,771,0,950,238,950,22.7
35.9,237,809,14.06,6.4,809,0,1035,237,1035,9.37
36.8,229,823,12.16,6.2,823,0,1049,229,1049,5.42
37.3,217,822,11.41,6,822,0,996,217,996,18.45
37.3,203,791,11.38,6,791,0,874,203,874,31.9
36.8,179,739,11.73,6.1,739,0,699,179,699,45.28
35.8,151,644,12.34,6.1,644,0,487,151,487,58.51
33.9,110,465,13.49,5.2,465,0,258,110,258,71.48
31.2,43,129,15.48,4.1,129,0,57,43,57,84.01
29.2,0,0,17.33,3.9,0,0,0,0,0,96.17
27.9,0,0,19.14,3.7,0,0,0,0,0,107.33
26.7,0,0,21.57,3.2,0,0,0,0,0,117.13
25.6,0,0,24.22,2.6,0,0,0,0,0,124.82
24.8,0,0,26.18,2.2,0,0,0,0,0,129.44
24.1,0,0,27.67,1.9,0,0,0,0,0,130.11
23.7,0,0,28.46,1.8,0,0,0,0,0,126.69
22.7,0,0,30.29,1.7,0,0,0,0,0,119.86
22,0,0,31.76,1.6,0,0,0,0,0,110.64
21.5,0,0,33.16,1.6,0,0,0,0,0,99.85
22.4,16,50,32.29,2.2,50,0,18,16,18,87.79
24.7,78,463,29.48,2.9,463,0,194,78,194,75.55
27.9,117,661,26.48,3.1,661,0,420,117,420,62.69
31.1,145,765,23.72,3.4,765,0,641,145,641,49.54
33,164,827,20.82,3.6,827,0,831,164,831,36.19
34.3,176,864,18.82,3.9,864,0,972,176,972,22.75
35.3,187,875,17.14,4.2,875,0,1050,187,1050,9.42
35.9,189,876,15.92,4.5,876,0,1061,189,1061,5.37
36.3,186,860,14.98,4.8,860,0,1003,186,1003,18.4
36.2,179,827,14.77,5,827,0,881,179,881,31.85
35.7,163,769,15.07,5,769,0,705,163,705,45.23
34.8,140,671,15.75,5,671,0,490,140,490,58.46
33.1,104,491,17.2,4.2,491,0,261,104,261,71.43
30.6,44,143,19.72,3.1,143,0,59,44,59,83.96
28.9,0,0,21.66,3.3,0,0,0,0,0,96.13
28,0,0,22.71,3.9,0,0,0,0,0,107.29
27,0,0,23.95,4.1,0,0,0,0,0,117.1
25.9,0,0,25.51,3.6,0,0,0,0,0,124.81
24.9,0,0,27.12,3,0,0,0,0,0,129.44
24,0,0,28.7,2.5,0,0,0,0,0,130.12
23.5,0,0,29.78,2.3,0,0,0,0,0,126.71
22.4,0,0,32.36,2.4,0,0,0,0,0,119.89
21.7,0,0,35.11,2.4,0,0,0,0,0,110.68
21.2,0,0,38.64,2.4,0,0,0,0,0,99.9
22,14,17,39.81,3,17,0,15,14,15,87.84
24.4,92,372,36.83,3.6,372,0,185,92,185,75.6
27.4,136,597,32.44,3.7,597,0,410,136,410,62.74
30.2,162,725,27.88,4.1,725,0,632,162,632,49.58
32.1,175,805,24.72,4.5,805,0,824,175,824,36.24
33.5,179,855,22.32,5.1,855,0,967,179,967,22.8
34.5,183,876,20.18,5.6,876,0,1047,183,1047,9.47
35.2,179,884,18.47,6,884,0,1060,179,1060,5.34
35.6,173,875,17.18,6.3,875,0,1003,173,1003,18.36
35.6,165,846,16.41,6.5,846,0,884,165,884,31.8
35,153,786,16.4,6.6,786,0,707,153,707,45.19
34,135,681,16.96,6.5,681,0,491,135,491,58.42
32.4,103,494,18.38,5.7,494,0,261,103,261,71.39
30.1,43,146,21.28,4.2,146,0,59,43,59,83.92
28.2,0,0,24.77,3.4,0,0,0,0,0,96.09
27.2,0,0,27.98,3,0,0,0,0,0,107.26
26.3,0,0,31.58,2.5,0,0,0,0,0,117.07
25.5,0,0,34.92,2.2,0,0,0,0,0,124.79
24.9,0,0,37.48,2,0,0,0,0,0,129.44
24.3,0,0,39.78,2,0,0,0,0,0,130.14
24.1,0,0,41.03,2,0,0,0,0,0,126.74
23.3,0,0,44,2.5,0,0,0,0,0,119.93
22.7,0,0,46.99,2.9,0,0,0,0,0,110.72
22.2,0,0,50.31,3.1,0,0,0,0,0,99.94
22.6,12,6,51.06,3.6,6,0,12,12,12,87.89
24.6,95,342,46.9,4.4,342,0,180,95,180,75.65
27.1,132,605,41.17,4.9,605,0,409,132,409,62.79
29.2,146,757,34.66,5.1,757,0,637,146,637,49.64
30.9,151,846,29.09,5.2,846,0,833,151,833,36.29
32.3,155,894,24.25,5.4,894,0,979,155,979,22.85
33.5,158,917,20.61,5.5,917,0,1062,158,1062,9.52
34.3,159,918,18.42,5.6,918,0,1073,159,1073,5.3
34.9,159,902,16.99,5.6,902,0,1015,159,1015,18.31
35,160,858,16.39,5.7,858,0,890,160,890,31.76
34.7,149,795,16.36,5.7,795,0,710,149,710,45.15
34,131,693,16.8,5.5,693,0,494,131,494,58.38
32.4,100,508,18.16,4.2,508,0,263,100,263,71.35
29.8,43,152,20.92,2.7,152,0,59,43,59,83.89
28,0,0,23.26,2.3,0,0,0,0,0,96.06
27.2,0,0,24.64,2.3,0,0,0,0,0,107.23
26.4,0,0,26.45,2.4,0,0,0,0,0,117.06
25.7,0,0,28.49,2.4,0,0,0,0,0,124.79
25,0,0,30.85,2.4,0,0,0,0,0,129.45
24.4,0,0,33.44,2.7,0,0,0,0,0,130.16
24.1,0,0,36.18,2.9,0,0,0,0,0,126.78
23.3,0,0,41.36,3.8,0,0,0,0,0,119.98
22.7,0,0,47.59,3.9,0,0,0,0,0,110.77
22.3,0,0,53.41,3.8,0,0,0,0,0,100
22.8,8,2,54.78,4.1,2,0,8,8,8,87.94
25,106,262,49.02,4.5,262,0,170,106,170,75.7
28.2,162,504,40.19,4.7,504,0,392,162,392,62.85
31.2,194,651,32.05,4.9,651,0,615,194,615,49.69
33.3,211,743,26.04,4.9,743,0,810,211,810,36.34
34.9,217,803,21.46,4.9,803,0,957,217,957,22.9
36,227,821,18.17,4.9,821,0,1037,227,1037,9.58
36.9,219,839,15.62,5.1,839,0,1055,219,1055,5.28
37.4,207,835,14.01,5.3,835,0,1000,207,1000,18.27
37.6,191,809,13.09,5.4,809,0,879,191,879,31.71
37.3,176,746,12.92,5.4,746,0,702,176,702,45.1
36.6,153,634,13.39,5.1,634,0,486,153,486,58.34
34.6,116,435,15.14,3.6,435,0,255,116,255,71.32
31.6,45,99,18.27,2.1,99,0,55,45,55,83.86
29.8,0,0,20.62,2,0,0,0,0,0,96.03
28.9,0,0,22.02,2.1,0,0,0,0,0,107.21
27.9,0,0,23.5,2.1,0,0,0,0,0,117.04
27,0,0,24.77,2.1,0,0,0,0,0,124.79
26.1,0,0,25.79,1.9,0,0,0,0,0,129.46
25.3,0,0,26.58,1.8,0,0,0,0,0,130.19
24.9,0,0,26.82,1.7,0,0,0,0,0,126.82
23.9,0,0,28.21,1.5,0,0,0,0,0,120.03
23.3,0,0,29.1,1.5,0,0,0,0,0,110.83
22.9,0,0,29.75,1.4,0,0,0,0,0,100.05
24.1,11,5,27.85,1.6,5,0,11,11,11,87.99
26.5,101,310,24.37,2,310,0,177,101,177,75.76
29.3,156,543,20.82,2.1,543,0,403,156,403,62.9
33.2,189,675,17.21,1.9,675,0,625,189,625,49.74
36.6,209,756,14.61,2.1,756,0,818,209,818,36.4
38.4,221,804,12.79,2.4,804,0,961,221,961,22.96
39.5,225,830,11.54,2.7,830,0,1043,225,1043,9.63
40.2,223,837,10.55,2.8,837,0,1056,223,1056,5.25
40.5,215,825,9.87,3,825,0,999,215,999,18.23
40.6,204,791,9.41,3.1,791,0,878,204,878,31.67
40.2,182,733,9.33,3.2,733,0,700,182,700,45.06
39.3,154,635,9.65,3.1,635,0,487,154,487,58.3
36.8,113,456,11.03,2.1,456,0,259,113,259,71.28
33.6,45,120,13.3,1.4,120,0,58,45,58,83.83
31.8,0,0,14.93,1.5,0,0,0,0,0,96.01
30.6,0,0,16.21,1.5,0,0,0,0,0,107.19
29.6,0,0,17.33,1.6,0,0,0,0,0,117.04
28.5,0,0,18.59,1.6,0,0,0,0,0,124.79
27.5,0,0,19.82,1.7,0,0,0,0,0,129.48
26.6,0,0,21.12,1.8,0,0,0,0,0,130.23
26.1,0,0,22.11,1.9,0,0,0,0,0,126.87
25,0,0,24.2,2,0,0,0,0,0,120.09
24.3,0,0,26.11,2.1,0,0,0,0,0,110.89
23.9,0,0,27.87,2.1,0,1,0,0,0,100.11
24.9,8,1,27.45,2.9,1,0,8,8,8,88.04
27.2,112,233,25.16,3.8,233,0,169,112,169,75.81
30.2,179,463,22.12,3.9,463,0,389,179,389,62.96
34.1,221,601,18.43,4.1,601,0,609,221,609,49.8
37.1,248,682,15.3,4.2,682,0,797,248,797,36.45
38.6,265,732,13.57,4.2,732,0,939,265,939,23.01
39.6,273,758,12.58,4.5,758,0,1020,273,1020,9.69
40.2,272,761,12.15,5.1,761,0,1030,272,1030,5.23
40.4,263,749,12.17,5.6,749,0,974,263,974,18.19
40.1,247,711,12.59,5.9,711,0,852,247,852,31.63
39.5,219,652,13.17,6.1,652,0,680,219,680,45.03
38.4,180,555,14,5.9,555,0,472,180,472,58.27
36.3,126,379,15.7,4.5,379,0,248,126,248,71.25
33.5,45,78,18.57,3,78,0,53,45,53,83.8
31.5,0,0,21.3,2.5,0,0,0,0,0,95.99
30.3,0,0,23.52,2.4,0,0,0,0,0,107.18
29.3,0,0,25.64,2.2,0,0,0,0,0,117.03
28.4,0,0,27.64,2,0,0,0,0,0,124.8
27.6,0,0,29.34,1.9,0,0,0,0,0,129.51
26.8,0,0,30.98,1.9,0,0,0,0,0,130.28
26.5,0,0,31.67,1.9,0,0,0,0,0,126.92
25.4,0,0,33.94,2,0,0,0,0,0,120.15
24.8,0,0,35.33,2.2,0,0,0,0,0,110.95
24.3,0,0,36.66,2.4,0,0,0,0,0,100.17
25,9,2,35.55,3.3,2,0,9,9,9,88.1
27,100,296,32.08,4,296,0,172,100,172,75.87
30.1,154,535,27.29,4.3,535,0,397,154,397,63.02
33.5,186,670,22.99,5,670,0,618,186,618,49.86
35.6,209,743,20.46,5.4,743,0,806,209,806,36.51
36.8,227,783,19,5.6,783,0,947,227,947,23.07
37.6,242,796,17.96,5.7,796,0,1026,242,1026,9.75
38.2,246,794,17.2,5.8,794,0,1037,246,1037,5.22
38.5,245,770,16.68,5.9,770,0,977,245,977,18.16
38.3,243,716,16.78,6,716,0,853,243,853,31.6
37.7,224,640,17.44,5.9,640,0,676,224,676,44.99
36.7,192,519,18.75,5.8,519,0,465,192,465,58.24
35.1,137,325,21.08,5,325,0,242,137,242,71.22
32.9,45,51,24.73,4,51,0,50,45,50,83.78
31.4,0,0,27.94,3.9,0,0,0,0,0,95.97
30.4,0,0,30.34,4.2,0,0,0,0,0,107.17
29.5,0,0,32.18,4,0,0,0,0,0,117.04
28.5,0,0,33.87,3.7,0,0,0,0,0,124.82
27.6,0,0,35.07,3.3,0,0,0,0,0,129.55
26.7,0,0,35.81,3.1,0,0,0,0,0,130.33
26.2,0,0,35.29,3,0,0,0,0,0,126.98
24.9,0,0,36.3,3,0,0,0,0,0,120.21
24,0,0,36.83,2.8,0,0,0,0,0,111.02
23.4,0,0,37.54,2.7,0,0,0,0,0,100.24
24.1,12,10,36.39,3.2,10,0,12,12,12,88.16
26.3,91,355,32.99,3.8,355,0,178,91,178,75.93
29.4,141,571,29.84,4,571,0,400,141,400,63.08
32.3,176,684,26.96,4.5,684,0,617,176,617,49.91
34.2,204,749,23.63,4.6,749,0,805,204,805,36.56
35.5,222,784,21.54,4.8,784,0,943,222,943,23.12
36.5,230,805,19.93,5,805,0,1023,230,1023,9.81
37.1,231,808,18.78,5.2,808,0,1036,231,1036,5.21
37.4,225,795,17.86,5.5,795,0,981,225,981,18.12
37.4,213,760,17.22,5.7,760,0,861,213,861,31.56
36.9,191,702,17.22,5.8,702,0,688,191,688,44.96
36,161,597,17.78,5.7,597,0,475,161,475,58.21
34.5,119,407,19.23,4.6,407,0,250,119,250,71.2
32.1,45,85,22.23,3.2,85,0,54,45,54,83.76
30.3,0,0,25.08,2.7,0,0,0,0,0,95.96
29.3,0,0,27.18,2.7,0,0,0,0,0,107.17
28.4,0,0,29.31,2.7,0,0,0,0,0,117.05
27.4,0,0,31.77,2.5,0,0,0,0,0,124.85
26.5,0,0,34.13,2.3,0,0,0,0,0,129.59
25.7,0,0,36.3,2.2,0,0,0,0,0,130.38
25.4,0,0,37.25,2.1,0,0,0,0,0,127.05
24.4,0,0,39.72,2.2,0,0,0,0,0,120.28
23.7,0,0,41.51,2.3,0,0,0,0,0,111.09
23.2,0,0,42.74,2.3,0,0,0,0,0,100.31
23.8,12,11,41.16,3,11,0,12,12,12,88.22
25.9,87,366,36.41,3.5,366,0,176,87,176,76
29.1,134,581,30.4,3.8,581,0,397,134,397,63.14
32,167,697,25.52,4.3,697,0,615,167,615,49.97
33.9,192,762,22.5,4.6,762,0,803,192,803,36.62
35.2,212,798,20.68,5,798,0,945,212,945,23.18
36.3,223,811,19.28,5.4,811,0,1022,223,1022,9.87
37.1,227,808,18.29,5.8,808,0,1032,227,1032,5.21
37.5,225,790,17.76,6,790,0,976,225,976,18.09
37.5,214,751,17.6,6.2,751,0,854,214,854,31.53
37.1,194,686,17.93,6.3,686,0,680,194,680,44.93
36.2,166,577,18.91,6.2,577,0,470,166,470,58.18
34.7,123,384,20.7,5.2,384,0,246,123,246,71.18
32.5,45,78,23.61,3.9,78,0,54,45,54,83.74
30.8,0,0,26.37,3.3,0,0,0,0,0,95.95
29.7,0,0,28.71,3.2,0,0,0,0,0,107.17
28.6,0,0,31.37,2.8,0,0,0,0,0,117.06
27.7,0,0,33.8,2.3,0,0,0,0,0,124.88
27,0,0,35.66,2,0,0,0,0,0,129.64
26.3,0,0,37.15,1.8,0,0,0,0,0,130.45
26,0,0,37.52,1.7,0,0,0,0,0,127.13
25,0,0,39.29,1.7,0,0,0,0,0,120.36
24.3,0,0,40.3,1.7,0,0,0,0,0,111.16
